"Title"	"originaldoc"	"image"	"thumb"	"alt"	"description"	"url"	"status"	"data_link"	"material_link"	"protocol_link"	"analysis_link"	"date_uploaded"	"date_published"	"comment"	"Highlighted"
"S5 atg6-9KD MB and p62"	"Null"	"S5_atg6-9KD_MB_and_p62/S5_atg6-9KD_MB_and_p62.png"	"S5_atg6-9KD_MB_and_p62/S5_atg6-9KD_MB_and_p62_nail.png"	"something went wrong"	"Mushroom  body-specific  suppression  of  autophagy   causes   cell   Autonomous   aggregation   of   p62.   (a) Immunostainings for p62/Ref(2)p in 10d old adult fly brain ok107/atg5-RNAi confirms buildup  of  p62  aggregates  in  targeted  neuron  populations.  Scale  bar:  50<U+0001D707><U+0001D707><U+0001D707><U+0001D707>.  (b)  Enlarged  image  of  region  of  interest  to  show  the  p62  aggregates  in  Kenyon  cell  bodies.  Scale bar:  10<U+0001D707><U+0001D707><U+0001D707><U+0001D707>.  (c)  Immunostainings  for  p62/Ref(2)p  in  10d  old  adult  fly  brain vt30559/atg5-RNAi  confirms  buildup  of  p62  aggregates  in  targeted  neuron  populations.  Scale  bar:  50<U+0001D707><U+0001D707><U+0001D707><U+0001D707>.  (d)  Enlarged  image  of  region  of  interest  to  show  the p62  aggregates  in  Kenyon  cell  bodies.  Scale  bar:  10<U+0001D707><U+0001D707><U+0001D707><U+0001D707>.  (e)  Immunostainings  for  p62/Ref(2)p  in  10d  old  adult  fly  brain  ok107/atg9-RNAi  confirms  buildup  of  p62  aggregates  in  targeted  neuron  populations.  Scale  bar:  50<U+0001D707><U+0001D707><U+0001D707><U+0001D707>.  (f)  Enlarged  image  of  region  of  interest  to  show  the  p62  aggregates  in  Kenyon  cell  bodies.  Scale  bar:  10<U+0001D707><U+0001D707><U+0001D707><U+0001D707>."	"https://doi.org/10.1038/s41467-019-09262-2"	"Published"	"to_Fill"	"to_Fill"	"to_Fill"	"to_Fill"	"2019-06-07 18:34:58"	"2019"	"Null"	"FALSE"
