"Title"	"originaldoc"	"image"	"thumb"	"alt"	"description"	"url"	"status"	"data_link"	"material_link"	"protocol_link"	"analysis_link"	"date_uploaded"	"date_published"	"comment"	"Highlighted"
"Data workflow before DM whiskers position"	"Null"	"Data_workflow_before_DM_wh/Data_workflow_before_DM_wh.png"	"Data_workflow_before_DM_wh/Data_workflow_before_DM_wh_nail.png"	"something went wrong"	"This is the data workflow of the whisker position analysis experiments. It was analysed to define the type of data should be managed and shared. The different files were scattered over different computers offline."	"none"	"draft"	"null"	"null"	"null"	"null"	"2019-07-10 11:57:27"	"NA"	""	"FALSE"
